MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
7.4778,39.4,5.7896,1.0579,7223,4.0072,34.6531,-115.0877,2.9704
6.8995,35.5,6.1761,1.2138,657,2.049,33.7373,-114.5142,3.3234
6.5141,10.2,2.2281,0.8,345,3.773,41.2813,-118.397,2.3165
5.5221,23.9,6.812,1.8068,466,3.695,33.696,-116.0946,2.5685
3.8973,41.7,6.0746,1.4364,200,1.9883,37.149,-114.9945,1.1668
14.1436,45.2,5.3722,1.1051,584,2.8694,40.4753,-122.9249,5.0
2.6008,13.1,6.2218,1.756,2924,4.8677,32.5368,-121.6738,1.3133
4.4933,31.4,4.6816,1.0718,870,2.1857,33.531,-120.283,2.1802
4.5219,9.0,4.3162,0.8057,1370,3.4019,35.748,-117.9602,1.6847
5.7057,49.9,5.0162,1.3688,321,3.3355,33.9014,-116.4329,2.048
3.4636,13.9,4.5716,0.8605,565,2.9577,34.2353,-120.8775,1.6681
5.4132,38.1,9.8611,2.5356,783,1.2689,38.116,-115.6518,2.0716
4.0499,12.8,7.3237,1.8884,372,3.8286,34.121,-117.6292,1.4053
1.7347,32.4,3.5631,0.9157,916,3.0116,38.569,-120.5938,0.9794
4.5074,34.6,9.5726,1.7851,1088,4.1038,41.1974,-117.3525,1.6023
2.3156,17.7,4.6343,0.9844,1027,3.2318,34.6796,-115.5536,0.5
1.5831,42.8,5.5589,1.1114,589,3.0645,34.5167,-120.9725,0.7634
4.8653,46.2,7.2948,1.7234,1592,3.3725,32.6082,-120.4367,2.4694
6.0058,44.6,2.0,0.8,541,2.0125,32.6393,-117.2357,2.3699
6.1473,17.9,5.0259,1.0776,503,4.5581,36.268,-119.9869,2.1919
6.2984,39.0,4.3533,0.9263,2107,2.6246,37.1459,-122.6345,3.3333
1.4056,29.5,5.9102,1.1809,274,2.6374,34.2367,-115.5313,0.5
1.9806,31.2,6.2401,1.2363,170,4.2923,35.5684,-122.3838,1.0077
14.6452,25.3,5.3455,1.0991,332,3.2473,33.8329,-121.9134,5.0
2.3909,31.6,5.2527,1.4053,907,2.7635,38.9718,-115.3879,1.1231
6.4657,7.9,7.6303,1.458,1857,3.4138,36.2329,-117.7595,2.9127
2.9678,21.9,6.103,1.5175,392,3.626,39.4762,-119.9681,1.1753
4.7011,10.1,5.5829,1.0165,2841,2.8817,37.728,-120.491,2.8785
3.065,15.3,5.7957,1.357,680,3.9223,36.0843,-122.576,1.5904
6.2772,7.5,9.1718,2.4524,606,1.7294,38.4505,-123.7869,3.8827
4.865,11.8,5.8453,1.4146,337,3.2618,32.5681,-114.9511,1.2593
3.4247,40.9,4.4711,0.9621,3169,3.8003,39.0585,-124.0303,2.2548
2.3867,29.0,2.0,0.8,590,3.6218,36.025,-123.8524,1.1235
5.2628,2.2,2.6321,0.8,229,1.0,37.379,-116.6029,2.4255
2.1649,41.2,4.5659,0.9386,4751,2.8734,37.4724,-115.1157,1.0643
5.7921,47.4,5.2832,1.3454,911,1.786,37.8049,-117.048,2.5101
15.0,45.9,4.3888,0.9587,1260,4.2858,39.1727,-121.9582,5.0
10.0755,43.0,6.2023,1.2221,2554,2.6093,33.5511,-121.6582,4.9501
6.8965,51.6,4.363,0.8259,1087,4.1747,37.1453,-114.4055,2.3532
4.2573,30.9,3.671,0.8557,1451,1.783,33.29,-117.1491,1.3999
1.4004,50.1,6.7253,1.2573,695,3.3906,34.7245,-115.8081,0.5
2.0271,49.4,8.2388,2.3065,1196,3.0079,34.298,-119.8131,0.5808
9.6763,17.0,3.2857,0.8,647,5.7641,38.1877,-116.3465,3.9463
2.7903,45.0,5.9874,1.1824,654,4.1779,38.2579,-114.2019,1.224
2.946,41.4,2.0,0.8,732,4.1139,40.3935,-120.7544,1.8489
4.0577,40.6,2.5509,0.8,484,5.0278,37.4575,-121.1345,1.792
2.3697,46.7,4.3225,0.8868,996,3.2838,39.5744,-124.049,1.2206
2.1467,20.6,7.7698,1.8565,994,2.9005,40.9462,-116.7613,0.5
4.348,21.4,3.9426,1.0365,1281,2.7865,33.7686,-121.973,1.8744
2.625,33.6,3.8678,1.014,1110,3.3278,39.3492,-121.8339,1.215
2.8731,38.6,5.5722,1.106,3295,1.0,35.6154,-117.8639,1.1197
2.8047,45.9,5.5742,1.4386,1544,3.0023,35.1416,-116.7423,0.8098
6.1314,45.7,3.9297,0.8795,564,3.2268,41.6483,-120.2215,3.1587
3.899,37.8,9.4724,1.741,956,2.8441,34.4613,-114.5823,1.5331
4.0263,49.8,4.9693,0.9904,2059,1.4691,41.1883,-122.802,2.6082
6.412,10.1,5.7272,1.2466,311,2.8502,40.3253,-118.9628,2.8847
4.1156,49.5,4.6964,1.0307,3332,1.4663,40.847,-118.018,1.3588
3.7926,4.3,6.3799,1.6638,358,4.7738,38.0668,-118.0175,1.7271
5.9433,29.3,7.9699,1.8143,1367,2.7426,38.0547,-117.6031,2.2683
6.692,5.6,8.8273,2.3292,669,1.0,36.3245,-117.8442,3.1125
4.1032,30.0,3.9755,1.0841,639,2.7935,36.3087,-116.1871,1.4956
4.7038,20.9,7.7016,2.0713,235,3.8954,40.5813,-115.9521,2.231
2.8037,5.2,6.5994,1.4002,1375,3.1761,36.1837,-114.2368,1.3178
2.674,34.1,7.4491,1.9164,237,2.0861,37.1236,-114.6332,0.8492
7.1099,38.3,5.3162,1.3995,210,2.3218,41.9657,-119.0408,2.8762
5.8531,9.9,5.1259,0.9793,1682,2.7132,35.866,-117.0876,3.317
5.8895,36.4,7.3714,1.9689,2784,2.5603,40.3146,-120.2745,2.5864
5.3043,10.1,7.4094,1.5086,390,1.7404,35.1334,-117.6682,2.1387
4.6077,8.0,8.6314,1.9916,1484,2.9324,32.7382,-124.4218,2.4013
6.8063,8.5,5.8971,1.266,1258,1.6663,38.1376,-120.6403,3.0386
7.8543,31.6,5.2862,1.4904,618,3.949,37.0538,-114.8974,2.9896
7.7426,40.7,2.0,0.8,1937,4.0711,39.9734,-117.4125,3.1066
4.2187,31.4,2.2775,0.8,584,1.9968,32.5394,-124.3186,2.55
10.3005,42.3,4.7115,1.0586,1006,2.2834,33.1703,-119.0118,3.9914
5.1401,31.2,3.2979,0.9054,244,2.577,40.6669,-120.6582,2.5139
6.5497,41.7,7.1283,1.7025,252,2.9685,37.0679,-116.0079,2.4883
5.3082,50.8,2.88,0.8,1695,3.2568,37.3105,-123.2941,2.2985
5.1976,20.9,4.4974,1.1926,1034,3.4631,34.6385,-118.1573,2.367
2.8822,8.6,4.5759,0.9964,593,3.4397,41.2963,-117.0233,0.9358
6.8265,7.9,7.9095,1.7355,3060,4.5539,41.187,-118.2477,2.5334
15.0,31.5,4.2835,0.9103,3035,3.0604,37.4086,-121.6184,5.0
3.5791,28.9,6.4048,1.2508,945,1.6975,34.5693,-116.1715,1.7742
4.6767,10.4,5.8914,1.362,208,1.3908,41.8365,-116.1673,2.0999
3.429,46.0,7.3066,1.3846,608,4.6358,40.9783,-120.7102,1.3103
3.3441,49.8,7.2004,1.6183,342,3.5097,37.4534,-121.7,1.5809
11.3211,13.9,5.4331,1.2308,715,3.2065,38.4508,-117.5291,4.7582
2.9928,11.6,2.1074,0.8,314,3.449,36.6768,-120.6379,1.7078
3.3722,11.9,5.0365,1.0637,255,3.1603,34.4575,-120.8738,2.1978
1.7289,20.8,5.4601,1.5499,109,3.4332,38.9738,-119.7691,0.5607
2.8446,44.5,6.072,1.1111,760,2.6274,38.8568,-119.69,1.0183
1.6079,31.4,4.0249,0.8,106,4.0552,37.6996,-115.789,0.5
6.5475,4.4,7.7818,1.9155,515,2.4751,40.2372,-114.4954,3.0333
15.0,25.1,5.5272,1.1971,1159,2.0967,36.7924,-117.0086,5.0
3.5966,5.6,3.659,0.8,373,1.3092,40.6787,-123.5735,1.5596
1.6486,21.7,4.5835,0.8582,279,2.7623,34.5617,-120.9533,0.7895
7.6906,21.6,9.3571,2.0029,630,4.2675,41.6372,-122.5091,3.5011
2.8975,34.1,6.8288,1.9302,343,2.5426,34.4483,-117.5357,1.3378
9.7729,29.0,7.5969,1.5627,772,1.6215,34.0211,-118.2195,4.5531
3.784,45.6,3.4168,0.9269,291,3.2848,38.2323,-114.1842,1.5742
3.0676,1.8,4.1223,0.8513,612,2.3489,33.3843,-119.7992,1.251
4.0278,40.5,4.1372,0.885,504,4.5483,34.0953,-123.3927,2.242
7.0616,2.2,5.8688,1.2274,659,4.0746,39.4258,-118.2169,2.8317
3.91,16.5,5.152,1.3283,2461,1.7291,35.4274,-120.6471,2.2049
3.3266,45.9,4.521,1.0075,780,2.8261,40.1012,-122.6312,1.5831
3.9777,36.2,4.7719,1.0076,996,2.2447,33.9778,-120.6046,1.8689
2.0894,9.8,3.9119,0.954,403,1.8395,36.1604,-121.9991,1.2864
5.6872,26.0,5.1403,1.3306,795,2.9441,36.1697,-122.4293,3.1523
1.5341,37.8,7.7264,1.9584,534,3.8182,37.0638,-119.4218,0.7452
3.4333,48.8,2.4737,0.8,681,2.9183,36.3987,-115.9949,1.2395
7.0684,33.4,6.193,1.3982,1118,2.4838,36.1745,-115.2005,3.0895
5.3754,2.3,8.2602,1.713,446,1.0,35.6202,-121.7667,2.9462
6.3865,26.5,5.1336,1.1333,484,2.3342,32.6439,-119.7917,2.0582
4.3101,8.8,4.4422,0.8595,451,3.5518,38.3576,-115.6496,1.5717
9.0417,3.4,7.3485,1.6268,444,1.6581,36.9982,-114.1189,4.2179
7.8054,31.5,3.5316,0.9579,764,4.2826,36.0462,-115.5757,3.31
5.8573,40.6,5.4546,1.4001,497,2.4164,34.5084,-119.3126,2.2981
7.8188,2.8,3.4203,0.9699,2205,3.1937,40.9682,-115.3636,3.5596
7.0305,41.0,2.0,0.8,5672,2.6009,34.76,-117.0804,2.7681
3.4429,37.0,5.196,1.0766,422,1.8237,41.2488,-123.3081,1.7606
2.001,39.4,2.9732,0.8,842,3.4403,34.564,-123.6165,1.4415
5.7674,13.5,5.4767,1.1109,1526,2.402,41.7285,-114.6692,2.3122
6.2193,21.1,7.7301,1.5013,538,2.167,36.4886,-114.7934,2.9245
8.6217,7.1,9.2085,1.6822,300,1.0,37.5608,-119.6872,3.3756
2.5554,13.2,5.6871,1.1831,2672,4.3027,35.3387,-117.5508,0.7852
2.6016,16.4,7.5384,1.8825,1152,3.0061,41.4222,-121.2997,1.5948
5.9058,17.3,6.2979,1.7009,858,4.1066,35.1844,-117.1353,2.557
4.2943,9.9,4.7338,1.0116,2123,3.6202,39.437,-119.8151,1.6943
1.4456,10.6,2.0,0.8,1232,4.1064,32.6947,-120.8409,0.8979
5.6129,47.0,8.753,1.8933,640,2.4359,37.8078,-119.8737,2.3212
1.4748,41.0,3.4018,0.8283,305,1.6275,39.545,-119.7167,0.5
2.5417,18.6,8.2655,1.6734,448,3.7627,36.9733,-114.601,0.8566
10.0846,49.3,6.5736,1.4954,1744,3.1302,38.6115,-115.2077,4.2937
13.3956,13.2,3.548,0.8711,1148,2.5336,39.7965,-122.4584,5.0
2.1611,21.7,6.124,1.1817,573,3.7427,37.2523,-121.5761,1.4988
3.678,42.5,9.7658,2.0988,2733,3.3081,34.5719,-121.3566,1.9693
4.5978,23.6,8.5713,2.1076,587,3.6389,36.2693,-124.3785,2.1941
13.0493,13.0,4.4746,1.0763,1466,1.9776,39.4424,-118.9305,5.0
3.3344,19.8,4.076,0.8778,793,3.9776,35.0754,-119.4317,1.4157
3.3665,26.5,5.7004,1.3117,3122,2.9954,38.5043,-123.1917,1.9837
11.3502,32.7,5.169,1.3528,1215,4.0849,33.9088,-114.1025,4.5445
3.5792,21.7,7.8995,1.6733,690,3.9683,41.3378,-116.5065,1.4192
6.9124,23.0,6.9792,1.4307,576,3.6863,38.2283,-122.5776,3.3689
1.8473,14.5,2.1155,0.8,657,2.8889,36.9486,-117.094,0.6575
4.0441,28.3,6.4174,1.4031,372,3.7096,40.2095,-120.9233,2.8752
1.6557,12.2,5.1418,1.1047,223,4.1108,40.0731,-117.8551,0.7578
2.3791,45.2,5.5742,1.3386,851,3.6067,33.4246,-119.5598,0.565
7.4151,39.1,5.9979,1.4358,434,3.2026,35.4171,-123.042,3.6417
4.3495,21.9,7.8975,1.9098,433,3.7118,36.8565,-119.6691,1.6566
3.7008,39.1,7.4556,1.6981,620,2.4743,35.7351,-114.4023,1.4758
2.8598,1.4,4.0005,0.8,694,4.514,35.5144,-116.6446,0.7068
3.9259,18.6,5.3828,1.2129,669,1.3182,35.8458,-117.9209,1.7505
5.3691,23.5,4.603,0.8388,2672,3.0344,33.8495,-115.643,1.678
8.0829,25.0,2.1363,0.8,1130,2.594,33.6345,-115.7984,3.0067
0.9277,39.2,5.2813,1.0781,3591,2.3591,34.973,-115.1739,0.6854
2.7208,50.1,9.1895,1.9986,468,3.3052,33.1658,-123.357,1.3474
4.9306,20.4,2.0759,0.8,1245,1.8745,37.3471,-123.1408,2.9555
4.2236,18.9,5.4519,1.0332,489,5.1519,33.9548,-116.1116,1.4086
5.7089,32.1,5.3877,1.1911,425,1.6479,33.1419,-114.0489,1.8758
5.2621,15.3,6.0755,1.3534,3701,2.0487,40.4529,-118.5933,1.9901
3.7325,8.2,3.5746,0.8,360,1.9543,38.0813,-114.3752,2.2497
3.2671,50.0,2.6498,0.8,112,3.1985,41.0344,-117.5404,0.7786
3.8679,42.3,2.7428,0.8,378,4.0145,41.8422,-123.6042,2.442
8.9285,49.9,8.1619,2.1406,133,3.526,38.1385,-114.7743,3.7936
2.8887,12.1,3.5346,1.0078,311,4.4723,40.0618,-115.6883,1.0861
4.3159,1.9,4.5009,1.0289,335,2.1727,34.0156,-118.8736,1.6748
5.0028,23.3,9.7093,1.9549,684,3.6587,39.1345,-116.689,1.8275
11.4296,48.6,4.0315,1.1058,129,2.6965,37.7208,-120.8087,5.0
3.7427,8.1,6.1848,1.4562,1732,3.2281,38.9257,-118.0343,1.8699
7.9668,7.0,7.6276,1.6358,148,4.1087,33.4949,-120.161,4.072
9.3857,4.5,7.5314,1.9188,601,1.3077,41.3902,-118.9651,4.3853
4.3135,40.0,2.8368,0.8,513,4.991,36.4661,-117.8162,1.4478
3.9494,41.1,4.0733,1.0289,1287,2.8548,39.8701,-123.9344,2.8198
3.6787,36.5,6.1047,1.1782,881,1.3934,41.9108,-123.4918,2.0803
3.844,3.7,9.358,2.2299,1719,2.3072,40.7965,-123.6347,2.8774
7.4823,37.9,3.977,0.8467,498,3.1023,35.4612,-118.2532,2.8509
5.148,23.9,4.5128,0.9835,459,2.3069,36.3188,-120.1645,2.8243
5.1612,9.1,6.3391,1.5488,925,1.0,38.6622,-119.2494,2.5549
2.2816,16.1,6.7393,1.5393,1515,3.0968,37.6112,-119.247,0.8971
2.5081,26.6,6.8605,1.3214,1287,2.2783,36.3979,-124.0751,1.6427
15.0,17.8,3.8073,0.8283,860,3.6511,38.707,-116.1414,5.0
4.0281,50.5,4.4359,1.2284,801,1.9316,41.1405,-117.1428,1.4484
2.8155,25.2,5.931,1.204,646,5.2615,35.4402,-117.277,0.7317
10.5768,20.0,8.0246,2.0763,923,3.5136,33.7192,-124.1404,5.0
5.3073,35.3,5.023,1.1232,3388,3.1968,38.9196,-117.657,2.0802
6.3401,34.2,5.4554,1.2295,548,3.6231,38.1012,-119.2452,2.4466
4.1254,1.1,3.4481,0.8,497,1.1785,41.1031,-116.514,1.9787
3.7017,32.5,9.2265,2.5902,467,2.503,39.5553,-123.4828,1.9472
4.0481,13.4,5.8085,1.4361,908,4.783,36.2725,-116.6596,1.0379
1.9549,20.1,7.6555,2.1257,122,2.6799,38.5166,-114.4023,0.5835
4.2514,37.0,5.5598,1.284,597,2.9372,40.6925,-115.5646,2.2007
5.3528,29.4,5.6705,1.1956,1345,2.5335,35.801,-115.1112,2.3372
13.6028,19.8,2.4994,0.8,437,4.4645,32.6314,-123.7041,5.0
4.719,9.5,2.0,0.8,772,2.7554,38.4502,-118.9387,2.0749
1.1046,26.8,8.0038,2.1413,3596,1.7482,32.7463,-121.91,0.6799
4.236,17.3,5.6561,1.1727,867,5.5788,41.4061,-118.7783,1.7002
15.0,47.6,5.9129,1.296,111,1.625,34.0979,-117.0809,5.0
7.537,28.3,3.0019,0.8,215,2.9026,36.0555,-116.6583,3.2059
2.7551,45.2,3.6939,0.9447,544,2.1582,41.4897,-114.0882,1.0109
6.3896,20.9,7.6246,2.0383,350,2.2984,33.2593,-114.4449,3.1094
2.8714,43.2,8.9803,2.126,722,1.9402,32.5413,-121.9049,1.6707
1.9892,3.9,4.2575,0.8918,525,2.46,33.4845,-114.886,0.8394
3.6363,16.2,6.843,1.5302,1691,3.984,41.8674,-115.2178,1.4376
4.7347,5.0,5.88,1.5904,278,1.098,41.7314,-116.9039,1.9613
1.4575,2.6,5.2589,1.4437,563,4.2608,36.1537,-121.7946,0.8962
2.249,47.9,9.2039,1.8956,791,4.0884,39.5574,-122.5234,1.4212
4.5096,37.6,4.5936,1.122,874,3.5091,39.4914,-119.9261,2.0595
3.5082,32.9,7.9814,1.6494,748,3.1262,33.4483,-124.0899,2.0525
5.6796,28.2,6.2628,1.5313,100,3.2766,34.7336,-121.5189,2.8217
2.1624,30.0,5.4662,1.3237,711,4.4234,40.9453,-123.7295,0.9972
6.879,33.6,8.244,2.1033,590,1.2542,34.0741,-118.9927,2.8154
2.2028,43.2,6.0803,1.1121,1328,3.7273,37.4481,-118.0263,0.5
12.0088,31.4,5.3071,1.5025,1186,2.2538,34.8194,-123.3313,5.0
1.6009,39.2,8.2589,2.1997,806,3.8257,37.7973,-115.3237,0.6843
2.3267,15.3,7.9985,1.5463,855,2.3864,34.367,-123.4836,1.5119
5.757,50.8,7.9039,2.093,1962,3.7069,34.5496,-120.3398,2.9299
12.1647,2.6,2.0,0.8,1669,1.4515,32.9446,-119.2397,5.0
5.4142,20.7,6.3804,1.585,829,1.3074,41.9066,-118.3877,2.6412
6.2822,46.0,5.9242,1.2105,3701,2.8869,33.5744,-121.1494,2.5854
4.5291,10.2,5.4303,1.2563,402,4.4355,36.4484,-117.0126,1.6998
2.421,8.2,6.7196,1.2969,258,3.5363,36.4668,-120.9157,1.1772
3.3398,19.6,6.0211,1.2055,659,3.5291,35.3844,-121.8468,1.8039
2.1659,22.8,6.8556,1.5027,493,3.8602,40.0429,-119.7416,0.6494
2.0808,48.6,4.9641,1.2416,100,2.603,35.7081,-123.309,0.5526
5.7033,43.6,8.4964,1.6709,395,3.6107,38.4418,-114.3553,2.1875
2.2844,24.7,7.0579,1.349,876,2.4203,37.6585,-118.724,0.8735
5.4289,50.6,6.5851,1.2731,635,2.686,40.7083,-122.9874,2.4271
2.0522,33.8,6.4874,1.8003,357,2.8102,40.2851,-116.1413,0.5794
5.3539,45.6,7.8146,1.5961,688,2.4545,34.5705,-116.936,2.1717
3.3427,13.5,7.5434,1.537,734,2.9339,39.6261,-119.9797,1.3936
10.4225,25.9,5.2745,0.9793,1179,2.7454,40.0294,-114.1711,4.0827
5.4425,2.5,7.4806,1.8576,398,2.2923,41.2323,-119.2435,2.5593
9.4071,1.5,5.8481,1.1529,1338,2.8594,41.6506,-122.2661,4.8045
2.848,37.0,9.3339,1.9134,278,3.1553,39.5012,-116.1918,0.865
4.6352,7.0,7.6955,1.4637,445,1.9001,36.7743,-114.7482,2.4438
2.4877,28.9,4.2488,0.8695,2589,3.4175,35.2832,-121.7451,1.3158
3.4968,36.5,10.1614,1.9523,293,2.5063,40.7143,-124.4294,2.2029
3.8295,2.6,2.0,0.8,393,3.1982,41.1978,-118.1026,1.7396
2.8993,23.9,6.7747,1.7757,244,2.3347,33.4268,-116.8058,0.8884
2.1613,35.9,4.1075,0.9718,343,4.0505,37.7661,-121.761,1.2369
1.9192,46.4,9.2644,1.8059,743,3.9561,33.7273,-114.3816,0.7088
1.1009,16.3,6.0056,1.5958,1171,1.9506,34.89,-122.7398,0.8117
2.3778,50.7,3.9124,0.8192,655,3.525,36.1404,-116.0879,0.6342
6.5306,44.1,4.967,0.9072,513,4.4463,35.4561,-115.2987,2.7302
1.7176,34.2,4.0721,0.8,246,2.0518,39.302,-122.7057,1.1161
1.9722,21.0,4.8884,1.0095,372,2.131,33.2502,-119.2359,0.7413
13.1253,37.3,4.8427,0.9523,193,3.7351,38.3308,-124.2055,5.0
3.059,42.6,3.9977,1.0709,1199,1.6928,38.0234,-117.7602,1.1097
5.4337,16.5,6.0401,1.3429,1268,2.2225,39.9784,-118.762,2.5297
6.5889,51.6,6.2824,1.3766,644,1.9853,33.4184,-116.3281,3.232
6.6693,47.3,3.5074,0.8,947,3.7475,35.6597,-119.2366,2.7257
1.7979,25.8,2.1835,0.8,1341,2.3076,39.1225,-120.7842,1.3299
3.9015,37.9,6.1219,1.6488,721,2.7154,39.261,-123.0649,1.9639
1.6973,27.7,6.5638,1.3406,2028,2.2517,36.7714,-123.9637,1.1803
15.0,39.8,6.9604,1.5519,293,4.1485,36.8868,-118.9473,5.0
1.7213,43.2,6.6023,1.2735,503,2.1406,41.6671,-114.8517,0.5
2.39,2.2,8.6454,1.9371,458,1.5924,35.5992,-116.4569,0.9829
2.4004,5.0,7.4941,1.4433,1116,1.5532,33.9261,-120.3722,1.8686
1.8258,18.2,10.8597,2.4049,211,3.6937,41.552,-114.1709,0.9019
10.0901,47.8,11.7013,2.31,2118,3.7659,40.1913,-122.568,4.6686
15.0,21.3,2.0,0.8,1043,4.2486,34.7521,-114.0249,5.0
3.3688,46.3,2.0,0.8,2698,1.739,40.6439,-122.0836,1.8794
2.0294,24.6,5.4852,1.3318,644,2.7688,34.8969,-122.7337,1.5046
1.171,15.7,6.5085,1.2284,428,5.4273,40.3608,-115.4875,0.5
3.8711,46.9,5.3482,1.3499,1125,2.6977,38.4713,-119.577,1.3624
3.7068,29.6,6.9072,1.4111,1517,2.4366,37.0845,-115.1355,1.433
3.032,19.4,4.9595,1.3085,376,2.979,41.3167,-116.6456,1.5163
5.1183,3.3,4.1121,0.8207,135,3.53,40.189,-122.8543,2.5683
5.6809,6.7,4.4142,1.1185,154,3.5132,33.7343,-123.2198,2.6017
5.4404,8.1,5.0997,1.0878,820,2.3856,39.2029,-119.809,2.3159
3.7074,19.6,7.187,1.5528,2281,2.415,40.0003,-118.6038,1.5462
2.3141,32.0,4.5265,1.1586,235,2.7035,37.6407,-120.0563,0.7779
6.6826,16.7,4.9221,1.098,535,2.2699,35.1226,-122.2741,3.096
4.5155,4.3,6.6404,1.2628,503,1.7652,34.7275,-122.2159,2.477
7.6371,14.5,5.1024,1.0496,3092,4.808,41.7544,-119.146,3.6802
7.1997,21.8,7.7334,1.4098,4052,2.5931,36.6495,-124.3499,3.4038
1.9097,51.6,3.661,0.8,934,2.6498,37.4288,-119.891,0.741
1.8955,21.0,3.2273,0.8,1364,2.6809,38.1826,-124.1511,1.4052
2.8482,5.5,6.1093,1.3205,1334,2.9195,33.456,-115.3321,1.4524
2.378,30.6,6.3086,1.1737,239,3.4348,33.2723,-117.9888,0.6716
7.0509,47.9,3.7701,0.8279,1163,2.5348,34.3823,-122.818,3.6797
5.5333,41.1,8.1872,1.9016,294,4.1394,33.1206,-116.43,2.5346
8.6669,43.6,9.3499,1.8088,580,3.5978,41.0355,-119.3275,3.9816
5.6853,48.3,4.2443,0.8,1655,2.8091,33.9062,-119.1376,2.6154
5.0794,33.5,8.4746,1.9011,710,2.3338,34.6524,-121.8107,2.5082
9.2058,51.7,2.0,0.8,1607,4.0849,37.6044,-120.3656,4.4104
5.9408,2.7,7.6522,1.6224,1881,2.838,41.0139,-115.2794,2.477
4.6686,43.6,3.7845,0.8,163,1.7572,32.9658,-122.9544,1.8673
10.8946,44.7,7.4521,1.7546,116,4.0211,34.5518,-117.9511,4.6463
4.8024,47.8,3.5774,0.8,1685,2.2737,39.3148,-122.2226,2.6413
3.7337,25.4,5.363,1.1756,1740,3.8685,37.4322,-119.8296,1.6689
2.711,41.2,3.8798,0.9457,817,1.0,38.1479,-118.9033,1.2518
6.8334,10.9,5.0722,1.0658,910,2.6313,32.6611,-123.2212,3.2515
9.4143,31.8,9.1598,2.1412,1359,4.16,40.7346,-123.6756,5.0
4.3477,19.3,5.2841,1.0415,1339,3.0051,37.998,-119.4174,1.8684
9.8232,31.4,9.7206,2.7724,521,3.5981,40.4265,-120.2019,4.3552
1.3744,35.5,4.7284,0.9206,1429,2.0981,41.6556,-114.8295,0.5
4.335,18.7,8.4835,2.0625,504,3.3477,39.4555,-117.171,1.232
4.3752,12.0,2.2486,0.8,808,3.0038,32.7946,-115.0835,1.9794
2.8974,17.4,4.927,0.9818,781,3.2433,39.2595,-114.7528,0.9797
15.0,34.9,4.4278,1.1119,334,5.0393,37.853,-124.2998,5.0
4.3072,35.5,8.5754,1.5713,367,4.3046,33.4836,-115.2615,1.4885
3.5091,38.8,5.8705,1.3048,3973,3.792,35.0691,-114.436,1.2061
4.552,7.5,2.0,0.8,326,3.8046,34.104,-119.7472,1.9883
1.3476,42.7,2.8797,0.8,894,2.0908,41.286,-117.8221,0.5
2.8408,36.1,3.4747,0.8,1058,2.5288,40.0552,-120.8672,1.1134
8.0845,2.6,7.3681,1.5056,637,1.4674,39.1581,-123.4641,4.0757
3.0729,18.1,7.11,1.3029,1138,1.7304,39.7515,-121.7426,1.8498
2.7256,24.8,4.8992,1.1783,865,2.1135,38.2118,-123.6543,1.8685
9.8327,19.4,4.403,1.1106,332,2.9709,40.625,-119.3887,4.1095
10.0157,7.0,6.9328,1.9482,1022,1.775,34.6718,-117.6373,4.8395
6.1116,11.6,3.241,0.8,430,2.9608,34.8798,-124.4451,3.1522
3.4107,2.3,6.4153,1.3634,2677,2.846,38.1216,-122.0969,2.0907
3.8819,5.7,6.245,1.5192,938,1.8658,40.1963,-123.7254,2.53
2.7663,14.6,4.9508,1.0626,380,4.5256,40.44,-114.3597,1.1444
2.4673,42.8,6.2954,1.7503,875,1.6755,41.7744,-116.0673,0.7175
2.3949,27.9,5.7042,1.3555,317,4.1173,39.7417,-124.1746,1.7189
3.0931,22.6,6.4948,1.3,817,1.0,34.7111,-115.9531,1.3572
2.4089,34.8,2.8318,0.8,555,2.8578,34.6912,-115.8137,0.5862
1.7538,28.6,6.729,1.365,343,1.8024,36.7331,-116.045,0.5
5.1123,7.7,7.5532,1.5026,340,2.3455,38.6764,-115.2766,2.2478
5.1591,12.4,6.1419,1.3244,4665,4.8102,37.3734,-119.5815,2.4578
12.4345,12.3,6.7024,1.2713,716,2.653,33.141,-121.9862,5.0
3.0012,31.6,5.2802,0.9762,471,1.8955,37.0781,-115.3603,0.9364
5.353,24.5,7.2827,2.0403,410,3.4876,40.2624,-115.7362,2.1155
5.4066,20.8,5.6305,1.159,970,2.6443,34.783,-121.6156,2.9408
3.8486,29.4,3.2041,0.8062,399,3.1507,38.5328,-118.4024,1.0232
7.0048,50.5,7.1404,1.6543,277,2.0855,35.0623,-118.6521,2.7406
7.1359,17.0,2.2317,0.8,648,2.1348,37.7789,-119.381,2.8027
5.4545,27.5,6.0656,1.2317,644,2.2123,39.1593,-118.1096,2.4229
3.8444,25.5,4.7316,0.9134,476,3.7984,34.4686,-123.6183,1.7922
3.6164,37.5,4.6037,0.9375,326,2.7732,39.5257,-119.7262,1.2887
1.9726,38.2,5.844,1.1561,486,1.9517,38.9269,-121.5613,1.4191
2.7634,38.2,4.0814,0.8687,457,3.1618,35.4712,-124.4751,1.7719
3.0858,11.3,6.5244,1.7472,409,3.0795,41.0023,-119.0487,1.5221
2.2833,23.9,5.6136,1.5845,830,3.5736,39.9149,-120.6706,1.3894
5.8355,42.4,4.2654,0.9355,3948,2.5182,37.4508,-119.972,2.5085
9.1887,20.5,8.1764,1.6581,1930,2.9224,33.2855,-123.3308,4.704
